link_id,interval_nVehContrib,interval_harmonicMeanSpeed
849818316,2613.0,63.6833
849821064,651.0,67.2625
849833093,3198.0,66.6833
850026981,2393.0,68.3917
850032296,5461.0,58.9917
850057340#0,3737.0,62.5667
850097346,1383.0,63.9167
850098170,4048.0,66.1667
850134421,1256.0,65.0083
850376107,4034.0,64.5167
850378488,937.0,66.2833
850395062,5713.0,60.0167
850615423,2429.0,63.5333
850746591,2856.0,62.5083
850760258,2035.0,66.35
851520671-AddedOffRampEdge,1440.0,62.875
851541351,1015.0,67.0
851544880,1135.0,67.7833
851550873,2772.0,67.3944
851552197,2835.0,63.6389
851553864,3569.0,61.975
851555734,4545.0,64.3583
851556422,2429.0,60.875
851560451,3230.0,64.8
851568240,5386.0,63.975
851569274,1028.0,67.2
854162451,1903.0,64.975
854215625,4663.0,64.1083
860646752-AddedOffRampEdge,3991.0,65.4583
861059531,2609.0,69.0333
863751890,6209.0,62.7583
863754537,5209.0,60.6917
867203204,1755.0,70.4833
867204830-AddedOffRampEdge,2368.0,67.0667
867208766,4720.0,61.325
867246178,5601.0,58.8333
867247243,2718.0,65.0375
867251845#0,1059.0,66.375
867256162#0,4187.0,62.9833
867256162#3,2360.0,65.6958
867256163,4510.0,62.125
867259033,3273.0,63.75
867262165#0,743.0,66.8083
8954447,2161.0,66.2917
95265016#1,1266.0,66.075
