link_id,interval_nVehContrib,interval_harmonicMeanSpeed
52286756#1,5921.0,63.75
52324493,2116.0,62.6042
544296216-AddedOffRampEdge,2977.0,67.275
544296218#0,4985.0,52.3917
544296218#1-AddedOnRampEdge,5399.0,38.95
544296218#2,6726.0,40.6667
544296221,3248.0,66.9
550271868,739.0,67.2667
550284581,4335.0,62.75
550284584-AddedOffRampEdge,4373.0,68.4917
550284598,2727.0,66.85
550284602,2762.0,66.1292
550284604,1436.0,66.5667
552389451,2523.0,65.1167
552603210,3296.0,65.225
56159747,2672.0,68.5958
60759806,3316.0,65.9667
617235585#0,6180.0,61.2375
617235594,2211.0,66.1833
617235603,2960.0,66.6333
617235606,2505.0,67.0375
617235612,992.0,64.8792
617259141,3662.0,65.3583
617259170,1660.0,49.7333
617259178,2671.0,68.2833
617284141,4112.0,64.6833
617284143,3321.0,66.6
617284144#0,1037.0,67.625
617284164,3774.0,67.7833
617284166,2954.0,65.1417
617284173,3807.0,65.3208
617335302,4591.0,52.0167
619042916,3778.0,66.35
619042921,6186.0,63.5083
619042924,5090.0,49.6333
687721970,4257.0,60.3583
687721973,3570.0,67.0917
687721986,1959.0,67.5333
699542380#1,1592.0,65.3042
711834658,4328.0,59.05
727202049,4903.0,62.2417
838046085,1588.0,67.3917
848429238,2492.0,66.3417
848488831,3504.0,69.1583
848489711,667.0,67.5625
848489712,1130.0,63.675
848501101#0,742.0,68.0583
848745539#1,2258.0,66.4333
848748038,1102.0,66.625
848748039,1285.0,66.4333
848754158,713.0,67.3667
848767838,1962.0,67.85
848809833,3584.0,67.3833
848818561,3748.0,62.7583
848875024#0,2979.0,67.0917
848880058,3654.0,65.175
848920992#0,4260.0,63.3042
849677308#0,2923.0,56.35
849677308#1,3318.0,58.6667
849806971#0,3478.0,61.7917
849818316,2502.0,64.4583
849821064,615.0,66.6792
849833093,2979.0,67.0917
850026981,2302.0,68.6583
850032296,5107.0,55.5333
850057340#0,3379.0,63.5333
850097346,1428.0,62.95
850098170,3761.0,67.15
850134421,1155.0,66.2083
850376107,3774.0,65.1167
850378488,944.0,66.9083
850395062,5787.0,60.1167
850615423,1736.0,66.0083
850746591,2847.0,64.775
850760258,1864.0,66.6417
851520670,1670.0,68.3833
851520671-AddedOffRampEdge,1863.0,66.5833
851541351,971.0,67.5583
851544880,1076.0,67.4583
851550873,2603.0,67.9222
851552197,2697.0,64.2
851553864,3270.0,64.7167
851555734,4303.0,56.4667
851560451,3267.0,65.8667
851568240,5538.0,65.275
851569274,836.0,69.1583
854162451,1506.0,64.4833
854215625,4374.0,63.95
860646752-AddedOffRampEdge,3627.0,68.0083
861059531,2559.0,70.0875
863751890,6341.0,62.1333
863754537,5282.0,61.0667
867203204,1776.0,69.8417
867204830-AddedOffRampEdge,2127.0,67.7917
867208766,4630.0,64.5417
867246178,5108.0,57.2458
867247243,2834.0,66.2208
867251845#0,859.0,66.075
867256162#3,2095.0,66.8958
867259033,1844.0,62.4958
867262165#0,682.0,66.8417
8954447,2088.0,68.95
95265016#1,1065.0,65.1
