link_id,interval_nVehContrib,interval_harmonicMeanSpeed
851550873,2714.0,67.6472
851552197,2789.0,63.1639
851553864,3633.0,62.2167
851555734,4498.0,58.025
851560451,3470.0,63.2417
851568240,5500.0,63.275
851569274,1059.0,68.1833
854162451,1545.0,64.4917
854215625,4855.0,63.6
860646752-AddedOffRampEdge,3810.0,65.5
861059531,2767.0,70.575
863751890,6405.0,63.2083
863754537,5233.0,60.8417
867203204,1890.0,70.1417
867204830-AddedOffRampEdge,2306.0,68.0417
867208766,4734.0,60.7667
867246178,5480.0,57.5625
867247243,3025.0,64.7
867251845#0,912.0,66.8917
867256162#0,4358.0,61.75
867256162#3,3406.0,64.9083
867256163,5885.0,56.4583
867259033,2875.0,66.8083
867262165#0,766.0,67.2542
8954447,2051.0,64.8417
95265016#1,1078.0,65.3583
