link_id,interval_nVehContrib,interval_harmonicMeanSpeed
509747406-AddedOffRampEdge,6856.0,43.7083
517168464,3779.0,54.7667
52286756#1,6044.0,61.5833
544296215#0,5194.0,66.5583
544296218#1-AddedOnRampEdge,3479.0,67.5917
544296218#2,4322.0,66.8417
544296221,3066.0,11.275
550271868,4300.0,37.9542
550284581,5490.0,66.0917
550284584-AddedOffRampEdge,6122.0,68.05
550284598,2113.0,50.3667
550284602,2908.0,59.5333
552389451,5028.0,19.4333
552603210,4438.0,20.2083
56159747,3742.0,57.0083
60759806,3831.0,57.7833
617235594,2748.0,13.1833
617235603,2988.0,64.7833
617235606,2256.0,65.3583
617235612,5535.0,28.3292
617259141,4623.0,63.875
617259178,4922.0,42.7083
617284141,4750.0,65.5333
617284143,1809.0,67.0583
617284144#0,3659.0,61.2083
617284145#0-AddedOnRampEdge,3562.0,65.0667
617284164,3967.0,67.1167
617284166,5578.0,53.5
617284173,4587.0,66.925
617335302,5203.0,37.4333
687721970,3543.0,66.1417
687721986,4849.0,24.2167
699542380#1,3387.0,61.8958
711834658,4460.0,63.6167
727202049,3981.0,66.3917
838046085,5930.0,58.7
848429238,1370.0,62.075
848467540#0,2728.0,62.8542
848488831,3180.0,66.7833
848501101#0,3851.0,13.3167
848743564,4457.0,60.1333
848745539#1,2620.0,59.525
848748039,4949.0,34.2917
848754158,3270.0,28.25
848767838,2269.0,68.5833
848809833,3787.0,66.0583
848818561,3967.0,66.9167
848875024#0,5694.0,28.1417
848880058,3082.0,63.075
848920992#0,3824.0,63.6542
849677308#0,5437.0,63.4583
849818316,2186.0,64.5917
849821064,2885.0,63.0958
850026981,3094.0,66.6083
850032296,4922.0,43.3083
850057340#0,4967.0,51.825
850097346,4669.0,41.8333
850098170,4547.0,66.3417
850134421,4876.0,42.2
850376107,2332.0,67.8208
850378488,3854.0,25.8917
850395062,3114.0,65.7083
850615423,5116.0,39.1
850616213,5624.0,61.4167
850746591,1470.0,65.4208
850760258,3327.0,63.4917
851520670,2806.0,67.5833
851520671-AddedOffRampEdge,3330.0,63.4
851544880,4721.0,31.7125
851550873,5135.0,57.3667
851553864,5271.0,27.4917
851555734,4707.0,56.5917
851556422,4535.0,59.825
851560451,3873.0,22.7083
851568240,3014.0,72.0417
854162451,4390.0,26.7833
854215625,5064.0,64.175
860646752-AddedOffRampEdge,2475.0,67.7667
861059531,4738.0,19.1958
863751890,5390.0,62.6333
863754537,6028.0,60.5667
867203204,4014.0,10.975
867204830-AddedOffRampEdge,5726.0,28.9
867208766,4004.0,66.7667
867246178,5015.0,55.7708
867247243,4646.0,35.5125
867251845#0,4899.0,31.7917
867256162#0,3642.0,63.6667
867256162#3,2500.0,65.375
867256163,4844.0,63.375
867259033,3323.0,63.6042
867262165#0,3672.0,21.2458
867290381,3027.0,59.8542
8954447,4641.0,17.5167
