link_id,interval_nVehContrib,interval_harmonicMeanSpeed
550284602,2986.0,64.8292
552389451,5210.0,17.675
552603210,4681.0,25.9167
56159747,3554.0,62.5292
60759806,4170.0,54.6917
617235585#0,6115.0,63.3667
617235594,5821.0,32.1333
617235603,2973.0,64.875
617235606,2554.0,65.0542
617235612,5207.0,59.6375
617259138,1887.0,67.7792
617259141,4918.0,58.2667
617259178,5434.0,60.275
617284141,4674.0,66.2833
617284143,1914.0,66.8
617284144#0,3509.0,62.3
617284145#0-AddedOnRampEdge,3819.0,66.45
617284164,4276.0,67.325
617284166,6197.0,55.8375
617284173,5075.0,67.475
617335302,4603.0,62.3167
619042921,6115.0,63.2583
619042924,6115.0,63.3667
687721970,4126.0,66.5083
687721986,5483.0,54.7917
699542380#1,3345.0,63.9625
711834658,3760.0,64.7528
727202049,4126.0,66.5083
838046085,6217.0,42.25
848429238,3677.0,50.2458
848467540#0,3127.0,61.925
848467541,4128.0,66.6
848488831,3617.0,64.8917
848501101#0,4276.0,66.0417
848743564,4364.0,61.3444
848745539#1,2757.0,60.075
848748039,4804.0,44.6958
848754158,3105.0,60.0667
848767838,2278.0,67.9333
848809833,3971.0,68.7083
848875024#0,5823.0,31.825
848880058,3288.0,63.8
848920992#0,3817.0,64.4667
849677308#0,5279.0,65.6667
849806971#0,3345.0,63.9333
849818316,2351.0,64.55
849821064,2761.0,65.6208
850026981,3345.0,63.9333
850032296,5016.0,62.4167
850057340#0,6297.0,43.95
850097346,3345.0,63.9333
850098170,4339.0,67.275
850134421,4701.0,54.1417
850376107,2187.0,67.5542
850378488,3942.0,31.575
850395062,3583.0,66.7833
850615423,5649.0,28.0583
850616213,6112.0,62.75
850746591,2367.0,65.7708
850760258,3344.0,63.9917
851520670,3023.0,66.8
851520671-AddedOffRampEdge,3345.0,63.9333
851544880,4474.0,45.8542
851550873,5000.0,59.3583
851553864,5204.0,27.9167
851555734,4990.0,55.3917
851556422,3345.0,63.9333
851560451,4481.0,33.1333
851568240,3349.0,71.7583
854162451,5823.0,31.825
854215625,4861.0,65.3083
860646752-AddedOffRampEdge,4422.0,66.7167
861059531,5454.0,53.4833
863754537,6115.0,63.15
867203204,4441.0,17.3
867204830-AddedOffRampEdge,6215.0,54.35
867208766,3963.0,66.2417
867246178,5103.0,65.8708
867247243,4578.0,55.2542
867251845#0,5239.0,51.7667
867256162#0,3878.0,63.0833
867256162#3,2764.0,65.5583
867256163,4335.0,67.275
867259033,3334.0,64.5292
867262165#0,3729.0,62.0542
867290381,3386.0,59.2625
8954447,5251.0,58.525
