link_id,interval_nVehContrib,interval_harmonicMeanSpeed
394385114#1,3525.0,62.7167
394449801#0,4161.0,39.5875
394449801#1,5181.0,23.7125
395336990,1981.0,66.6083
395337004,4863.0,62.3167
395343763,0.0,68.0
395354964#0,5710.0,61.525
395362577,2857.0,61.8333
395368981#0,3390.0,66.4958
395368986,3206.0,71.8833
395394468,3014.0,59.9472
395394473,5376.0,32.725
395439802,3122.0,65.3083
395439805,2372.0,64.8417
42397233,2130.0,66.575
479773092#0,4982.0,62.6167
479773098,2686.0,61.9833
479773099,1440.0,66.4
5018717,2622.0,39.9417
5018720,2280.0,43.5417
508060359,1723.0,66.2333
508060361,1925.0,63.2583
508060362,1978.0,66.7083
508115737#0,4710.0,65.1917
508115745,4870.0,63.4083
508115808,3923.0,62.5083
508137802,3653.0,53.45
508479313#0,2658.0,59.55
508479317,3410.0,68.4333
508479326,3435.0,64.975
508479336,3102.0,62.4583
508479355,3816.0,62.4333
508479365#0,3492.0,65.3583
508479370#0,2758.0,62.6583
509747240,2641.0,65.1
509747302,4962.0,61.1083
509747310-AddedOnRampEdge,4987.0,62.3167
509747346,4677.0,61.0917
509747348,2344.0,67.0917
509747381,2317.0,67.7333
509747406-AddedOffRampEdge,6537.0,63.0917
517168464,823.0,66.8917
52286756#1,5803.0,63.9333
52324493,2247.0,62.35
544296216-AddedOffRampEdge,3146.0,66.925
544296218#0,4870.0,58.8917
544296218#1-AddedOnRampEdge,5288.0,54.2
544296218#2,6635.0,53.05
544296221,3184.0,65.5333
550271868,761.0,67.2333
550284581,4311.0,63.7083
550284584-AddedOffRampEdge,4335.0,65.9333
550284598,2932.0,63.5083
550284602,3030.0,59.0875
550284604,1465.0,65.7167
552603210,3338.0,63.0083
56159747,2542.0,66.9833
60759806,3538.0,64.1208
617235585#0,6160.0,61.4
617235594,2073.0,66.1167
617235603,2844.0,66.3333
617235606,2408.0,65.3625
617235612,931.0,65.65
617259141,3692.0,64.0583
617259170,2252.0,47.4583
617259178,2516.0,66.7
617284141,4097.0,63.7583
617284143,3228.0,67.75
617284144#0,1022.0,67.25
617284164,4202.0,62.6167
617284166,3276.0,61.4292
617284173,4238.0,64.6375
617335302,4788.0,56.9583
619042916,3677.0,65.325
619042921,6096.0,63.275
619042924,4944.0,55.1167
687721970,4033.0,60.525
687721973,3465.0,67.9917
687721986,1924.0,68.525
699542380#1,1673.0,65.2417
711834658,3926.0,55.6278
727202049,4862.0,62.2333
848429238,3474.0,64.8792
848488831,3304.0,67.1
848489711,663.0,67.725
848489712,1065.0,63.6917
848501101#0,808.0,68.1
848745539#1,2263.0,66.2
848748038,1085.0,66.2083
848748039,1260.0,66.4458
848754158,713.0,66.7667
848767838,1893.0,67.9917
848809833,3951.0,65.8583
848818561,4159.0,62.0208
848875024#0,3142.0,66.725
848880058,3902.0,64.4333
848920992#0,4118.0,62.8083
849677308#0,3179.0,57.3417
849677308#1,3401.0,57.875
849696784,4196.0,65.5333
849806971#0,3057.0,63.7167
849818316,2577.0,63.4333
849821064,625.0,66.8917
849833093,3142.0,66.725
850026981,2266.0,68.2333
850032296,5361.0,60.3333
850057340#0,3265.0,62.225
850097346,1440.0,63.4333
850098170,3742.0,66.0083
850134421,1192.0,66.3833
850376107,3720.0,65.275
850378488,976.0,65.95
850395062,5492.0,60.275
850615423,2147.0,59.8917
850746591,2746.0,63.5583
850760258,1981.0,66.6083
851520670,1849.0,69.85
851520671-AddedOffRampEdge,1980.0,66.5333
851544880,1124.0,67.2708
851550873,2727.0,67.025
851552197,2671.0,63.9639
851553864,3457.0,61.2083
851555734,4303.0,56.9
851560451,3302.0,64.6833
851568240,5325.0,65.3
851569274,897.0,63.6083
854162451,1442.0,64.5167
854215625,4363.0,63.6583
860646752-AddedOffRampEdge,3537.0,65.625
861059531,2671.0,69.9375
863751890,6038.0,61.7417
863754537,5225.0,60.7
867203204,1954.0,70.4667
867204830-AddedOffRampEdge,2085.0,68.2667
867208766,4522.0,59.9917
867246178,5206.0,64.9792
867247243,2702.0,65.0875
867251845#0,763.0,66.5333
867256162#0,3874.0,63.8833
867256162#3,1989.0,64.8167
867256163,4146.0,63.3083
867259033,3253.0,62.9583
867262165#0,691.0,67.1792
8954447,1933.0,65.925
95265016#1,1061.0,65.6083
