link_id,interval_nVehContrib,interval_harmonicMeanSpeed
395368986,4287.0,71.6333
395394468,4675.0,63.2306
395394473,6209.0,65.9333
395439802,3695.0,25.6917
395439805,3287.0,59.2792
42397233,3283.0,57.625
479773092#0,4218.0,68.4083
479773095,6037.0,41.3417
479773098,4549.0,34.775
479773099,3606.0,38.7917
5018717,3258.0,50.9167
5018720,2836.0,53.8667
508060359,3388.0,25.4917
508060361,2881.0,57.6583
508060362,3346.0,64.0917
508115737#0,5082.0,67.4167
508115745,4989.0,57.8694
508115808,6553.0,45.425
508137802,7153.0,52.575
508479313#0,3232.0,56.8333
508479317,4064.0,55.5667
508479326,4310.0,47.2833
508479336,4307.0,48.8917
508479355,2823.0,68.85
508479365#0,5680.0,14.5833
508479370#0,5358.0,31.5917
508479370#1,6742.0,59.325
509747240,4449.0,65.7
509747302,4216.0,67.7833
509747346,3287.0,64.1167
509747348,5382.0,57.1917
509747381,4721.0,60.225
509747406-AddedOffRampEdge,7042.0,58.5083
517168464,3659.0,57.85
52286756#1,6112.0,62.9083
52324493,4837.0,50.425
544296216-AddedOffRampEdge,5824.0,31.925
544296218#0,3348.0,67.2667
544296218#1-AddedOnRampEdge,3665.0,68.6417
544296218#2,4474.0,65.9167
544296221,3833.0,28.375
550271868,3967.0,44.8
550284581,5482.0,65.5083
550284598,3147.0,60.8333
550284602,3016.0,64.0875
550284604,3698.0,27.8
552389451,5070.0,16.4417
552603210,3390.0,20.4333
56159747,3722.0,61.9375
60759806,3731.0,64.2333
617235585#0,5648.0,62.6833
617235594,4067.0,40.2833
617235603,2874.0,65.9083
617235606,2395.0,64.3958
617235612,5752.0,58.4042
617259138,1600.0,68.3667
617259141,3609.0,50.5833
617259178,5344.0,60.6667
617284141,4577.0,66.1667
617284143,1856.0,69.65
617284144#0,3516.0,61.2917
617284145#0-AddedOnRampEdge,3474.0,65.6917
617284164,4405.0,68.4167
617284166,6106.0,54.7875
617284173,5057.0,67.2458
617335302,4092.0,59.525
619042916,6618.0,60.6
619042919,4398.0,62.1333
687721970,3416.0,65.6083
687721973,2390.0,69.4
687721986,5543.0,51.4833
699542380#1,3172.0,64.0042
711834658,4028.0,63.8222
727202049,4126.0,66.5083
838046085,6300.0,43.9833
848429238,2914.0,51.0667
848488831,3628.0,64.9
848501101#0,4366.0,65.6333
848743564,4422.0,59.5583
848745539#1,2858.0,59.4
848748038,4452.0,44.3333
848748039,4752.0,48.275
848754158,3060.0,60.275
848767838,2341.0,67.15
848809833,4097.0,65.3
848818561,4322.0,67.7167
848875024#0,5823.0,31.825
848880058,3235.0,65.5083
848920992#0,3728.0,61.4167
849677308#0,5433.0,66.7583
849818316,2425.0,64.7333
849821064,2840.0,65.1875
849833093,5823.0,31.825
850026981,3044.0,68.6417
850032296,5025.0,64.2833
850057340#0,4067.0,63.6833
850097346,5192.0,57.55
850098170,4291.0,66.9583
850134421,3487.0,54.3417
850376107,1647.0,68.4958
850378488,2871.0,32.3
850395062,3376.0,64.8167
850615423,5347.0,27.825
850616213,5526.0,59.0917
850746591,1571.0,64.525
850760258,3344.0,63.9917
851520670,2740.0,69.7833
851520671-AddedOffRampEdge,3345.0,63.9333
851541351,4334.0,52.225
851544880,4583.0,39.8833
851550873,5135.0,55.3639
851553864,5366.0,30.35
851555734,4625.0,57.2917
851556422,5423.0,57.9333
851560451,4253.0,29.4167
851568240,3310.0,71.8417
854162451,2888.0,42.2583
854215625,4980.0,64.075
860646752-AddedOffRampEdge,2952.0,67.4
861059531,5412.0,59.2917
863751890,8003.0,64.525
863754537,4720.0,49.875
867203204,4342.0,17.7833
867204830-AddedOffRampEdge,6232.0,53.0167
867246178,3966.0,65.9667
867247243,5378.0,55.1875
867251845#0,5216.0,51.7583
867256162#0,3780.0,62.9917
867256162#3,2606.0,64.7542
867256163,4236.0,67.7583
867259033,3432.0,63.2292
867262165#0,3865.0,62.2292
8954447,4944.0,49.1667
