link_id,interval_nVehContrib,interval_harmonicMeanSpeed
56159747,3667.0,59.6417
60759806,3704.0,63.475
617235585#0,6601.0,62.2583
617235594,4864.0,17.525
617235603,2852.0,66.325
617235606,2238.0,64.9125
617235612,5769.0,28.5042
617259141,4455.0,63.625
617259178,5402.0,46.325
617284141,4578.0,66.1083
617284143,1833.0,67.0417
617284144#0,3715.0,61.475
617284145#0-AddedOnRampEdge,3378.0,64.6833
617284164,4226.0,66.3833
617284166,5874.0,52.1208
617284173,4904.0,66.9125
617335302,5310.0,33.9167
619042916,6843.0,59.025
619042919,4714.0,61.15
619042921,6281.0,63.6375
687721970,3289.0,65.4167
687721973,2420.0,69.1417
687721986,5454.0,28.3
699542380#1,3404.0,61.4292
711834658,4846.0,64.4306
727202049,3879.0,66.4583
838046085,6273.0,36.7417
848429238,958.0,59.9375
848488831,3214.0,66.4333
848501101#0,4187.0,14.1333
848743564,4496.0,61.4667
848745539#1,2716.0,60.5917
848748038,761.0,31.5083
848748039,5001.0,35.35
848754158,3548.0,30.7
848767838,2280.0,68.0917
848809833,3835.0,65.9917
848818561,4090.0,66.4167
848875024#0,5686.0,31.5083
848880058,3203.0,64.5583
848920992#0,3528.0,61.95
849677308#0,5521.0,65.8417
849818316,2149.0,64.625
849821064,2855.0,63.7042
849833093,5686.0,31.5083
850026981,3378.0,68.8
850032296,4941.0,41.9583
850057340#0,4219.0,63.1083
850097346,5522.0,27.5333
850098170,4381.0,66.55
850134421,4488.0,35.175
850376107,2384.0,67.375
850378488,3485.0,23.8
850395062,3132.0,64.65
850615423,5440.0,31.3
850746591,1574.0,64.0875
850760258,3211.0,64.0667
851520671-AddedOffRampEdge,1563.0,65.525
851544880,4542.0,33.0583
851550873,4987.0,61.2167
851553864,5299.0,27.325
851555734,4574.0,58.8667
851556422,5509.0,57.525
851560451,3631.0,24.1
851568240,3051.0,71.8667
854162451,3338.0,25.825
854215625,5067.0,64.7083
860646752-AddedOffRampEdge,4406.0,67.075
861059531,4764.0,26.0333
863751890,8419.0,64.475
863754537,5877.0,60.8333
867203204,3919.0,10.4
867204830-AddedOffRampEdge,6465.0,47.3417
867208766,3958.0,67.0167
867246178,4852.0,47.3167
867247243,5330.0,31.4625
867251845#0,5083.0,32.8667
867256162#0,3462.0,63.9667
867256162#3,2526.0,65.2
867256163,3929.0,67.4417
867259033,3198.0,62.7875
867262165#0,3823.0,25.2292
8954447,5117.0,25.1167
